Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC14,OUT035,818.9140625
FDZ25,OUT035,2852.9140625
FDZ13,OUT010,-1055.0859375
FDF38,OUT035,829.9140625
FDG14,OUT018,2215.9140625
FDF26,OUT046,2592.9140625
FDE38,OUT017,2826.9140625
FDL02,OUT027,3224.9140625
FDE38,OUT019,754.9140625
FDN50,OUT046,1670.9140625
FDX25,OUT045,2924.9140625
FDR49,OUT027,2245.9140625
FDD02,OUT018,1668.9140625
FDO25,OUT017,3470.9140625
FDP38,OUT046,940.9140625
FDB26,OUT018,674.9140625
FDZ25,OUT049,2848.9140625
FDB50,OUT027,2746.9140625
FDO25,OUT013,3388.9140625
FDE26,OUT019,398.9140625
FDH14,OUT027,3794.9140625
FDW01,OUT045,2472.9140625
FDK02,OUT027,3394.9140625
FDJ02,OUT018,2151.9140625
FDH14,OUT018,2018.9140625
FDZ37,OUT045,1546.9140625
FDX49,OUT049,3804.9140625
FDF38,OUT018,518.9140625
FDJ14,OUT018,1138.9140625
FDL02,OUT018,1519.9140625
FDB02,OUT049,2936.9140625
FDY37,OUT018,2074.9140625
FDJ38,OUT027,4518.9140625
FDA37,OUT019,192.9140625
FDK50,OUT045,2645.9140625
FDX49,OUT046,3834.9140625
FDA13,OUT010,-1273.0859375
FDA37,OUT027,3533.9140625
FDS25,OUT035,1883.9140625
FDG38,OUT035,1500.9140625
FDT01,OUT013,3431.9140625
FDK50,OUT046,2664.9140625
FDO38,OUT035,1344.9140625
FDI50,OUT046,3800.9140625
FDF50,OUT017,3248.9140625
FDZ49,OUT017,3696.9140625
FDU49,OUT046,1566.9140625
FDG50,OUT019,-405.0859375
FDK02,OUT046,1991.9140625
FDE50,OUT049,3084.9140625
FDC26,OUT017,1950.9140625
FDJ50,OUT018,644.9140625
FDC38,OUT018,1881.9140625
FDU37,OUT017,1482.9140625
FDR13,OUT035,1975.9140625
FDV37,OUT017,3299.9140625
FDH02,OUT010,-340.0859375
FDS13,OUT035,4230.9140625
FDT01,OUT018,3170.9140625
FDX01,OUT046,1997.9140625
FDB50,OUT013,1325.9140625
FDW37,OUT046,1572.9140625
FDE02,OUT045,1565.9140625
FDU13,OUT027,3833.9140625
FDY25,OUT049,2970.9140625
FDA37,OUT049,2134.9140625
FDH38,OUT045,1962.9140625
FDE26,OUT017,2479.9140625
FDJ02,OUT010,550.9140625
FDD50,OUT045,2719.9140625
FDF02,OUT010,-203.0859375
FDV01,OUT035,2572.9140625
FDY37,OUT010,470.9140625
FDJ02,OUT013,2438.9140625
FDL14,OUT013,2583.9140625
FDI38,OUT018,3082.9140625
FDN50,OUT019,-288.0859375
FDJ50,OUT013,949.9140625
FDP38,OUT035,938.9140625
FDE26,OUT027,3798.9140625
FDQ01,OUT027,5494.9140625
FDN38,OUT027,5464.9140625
FDX25,OUT013,2946.9140625
FDG26,OUT046,4147.9140625
FDJ50,OUT017,1078.9140625
FDV13,OUT017,1642.9140625
FDD26,OUT049,3066.9140625
FDY13,OUT027,2758.9140625
FDA37,OUT017,2218.9140625
FDJ02,OUT027,3861.9140625
FDJ26,OUT013,3455.9140625
FDE38,OUT018,2386.9140625
FDT37,OUT018,3764.9140625
FDS25,OUT019,-85.0859375
FDS25,OUT049,1868.9140625
FDU01,OUT013,3032.9140625
FDC02,OUT045,4165.9140625
FDE26,OUT035,2374.9140625
FDH02,OUT035,1570.9140625
FDC50,OUT013,1569.9140625
FDK02,OUT045,1982.9140625
FDR25,OUT035,4301.9140625
FDW49,OUT010,948.9140625
FDW37,OUT013,1494.9140625
FDF02,OUT035,1736.9140625
FDJ14,OUT035,1443.9140625
FDQ13,OUT046,1476.9140625
FDN50,OUT017,1700.9140625
FDQ25,OUT017,2966.9140625
FDS49,OUT046,1353.9140625
FDM38,OUT018,650.9140625
FDG26,OUT027,5529.9140625
FDM38,OUT045,968.9140625
FDQ13,OUT017,1526.9140625
FDW25,OUT045,1442.9140625
FDF50,OUT049,3204.9140625
FDH02,OUT046,1588.9140625
FDL50,OUT046,2115.9140625
FDK14,OUT049,1454.9140625
FDN50,OUT035,1629.9140625
FDM38,OUT049,1036.9140625
FDS25,OUT013,1890.9140625
FDJ26,OUT019,1513.9140625
FDV37,OUT046,3284.9140625
FDN02,OUT049,3346.9140625
FDM02,OUT027,2964.9140625
FDJ14,OUT027,2826.9140625
FDU25,OUT013,1048.9140625
FDI26,OUT046,2934.9140625
FDX01,OUT013,1946.9140625
FDC02,OUT017,4220.9140625
FDA49,OUT013,1454.9140625
FDR13,OUT046,2020.9140625
FDK14,OUT027,2843.9140625
FDS49,OUT049,1387.9140625
FDR25,OUT013,4250.9140625
FDG14,OUT046,2530.9140625
FDD02,OUT035,1965.9140625
FDQ01,OUT046,4110.9140625
FDW01,OUT010,558.9140625
FDA13,OUT046,750.9140625
FDE50,OUT018,2792.9140625
FDR25,OUT049,4312.9140625
FDZ01,OUT018,1500.9140625
FDV49,OUT019,2296.9140625
FDP25,OUT013,3534.9140625
FDC38,OUT027,3594.9140625
FDG02,OUT035,3112.9140625
FDE14,OUT046,1773.9140625
FDA25,OUT019,-185.0859375
FDI14,OUT013,2321.9140625
FDD02,OUT027,3394.9140625
FDH38,OUT027,3356.9140625
FDZ13,OUT035,926.9140625
FDN50,OUT013,1603.9140625
FDO38,OUT013,1328.9140625
FDI02,OUT045,1846.9140625
FDU01,OUT045,3018.9140625
FDW25,OUT010,-436.0859375
FDS25,OUT010,-101.0859375
FDM02,OUT013,1520.9140625
FDC02,OUT049,4179.9140625
FDW25,OUT017,1549.9140625
FDW01,OUT017,2584.9140625
FDL38,OUT049,1592.9140625
FDN50,OUT010,-309.0859375
FDT13,OUT027,4484.9140625
FDV13,OUT046,1535.9140625
FDR49,OUT017,908.9140625
FDJ02,OUT046,2474.9140625
FDZ01,OUT017,1851.9140625
FDV01,OUT046,2605.9140625
FDP13,OUT046,787.9140625
FDA01,OUT013,1047.9140625
FDB26,OUT013,996.9140625
FDX37,OUT045,1658.9140625
FDB38,OUT049,2689.9140625
FDU13,OUT010,414.9140625
FDB38,OUT013,2652.9140625
FDL26,OUT010,577.9140625
FDH14,OUT035,2344.9140625
FDQ25,OUT045,2852.9140625
FDM38,OUT035,998.9140625
FDM02,OUT045,1526.9140625
FDO50,OUT019,-417.0859375
FDP38,OUT045,880.9140625
FDX25,OUT049,2948.9140625
FDQ25,OUT046,2907.9140625
FDM14,OUT049,1845.9140625
FDZ13,OUT027,2328.9140625
FDA49,OUT017,1548.9140625
FDG02,OUT013,3092.9140625
FDF38,OUT017,868.9140625
FDE50,OUT019,1150.9140625
FDM38,OUT017,1038.9140625
FDA37,OUT013,2107.9140625
FDR49,OUT049,910.9140625
FDV25,OUT027,4986.9140625
FDC26,OUT045,1807.9140625
FDL26,OUT013,2535.9140625
FDT25,OUT010,60.9140625
FDX37,OUT046,1714.9140625
FDL14,OUT017,2666.9140625
FDT01,OUT027,4828.9140625
FDI38,OUT027,4838.9140625
FDJ02,OUT045,2468.9140625
FDI38,OUT013,3398.9140625
FDV13,OUT035,1560.9140625
FDI38,OUT035,3409.9140625
FDC38,OUT017,2278.9140625
FDE38,OUT013,2698.9140625
FDO38,OUT046,1389.9140625
FDL38,OUT046,1594.9140625
FDP13,OUT035,790.9140625
FDU49,OUT013,1520.9140625
FDQ13,OUT018,1170.9140625
FDT37,OUT049,4108.9140625
FDL14,OUT019,662.9140625
FDZ49,OUT018,3302.9140625
FDT25,OUT027,3468.9140625
FDY01,OUT027,3364.9140625
FDT37,OUT027,5524.9140625
FDD14,OUT010,1040.9140625
FDK02,OUT013,1942.9140625
FDU49,OUT027,2915.9140625
FDS49,OUT019,-603.0859375
FDZ01,OUT045,1756.9140625
FDS37,OUT018,1616.9140625
FDC38,OUT046,2223.9140625
FDR01,OUT049,3325.9140625
FDF14,OUT018,2188.9140625
FDD02,OUT017,2082.9140625
FDJ14,OUT049,1426.9140625
FDI02,OUT013,1882.9140625
FDT37,OUT010,2187.9140625
FDP38,OUT019,-1008.0859375
FDZ37,OUT049,1546.9140625
FDK26,OUT013,3047.9140625
FDX37,OUT018,1380.9140625
FDU49,OUT017,1596.9140625
FDS13,OUT049,4282.9140625
FDH02,OUT049,1596.9140625
FDE50,OUT046,3136.9140625
FDI26,OUT013,2934.9140625
FDZ13,OUT013,948.9140625
FDL02,OUT017,1876.9140625
FDA25,OUT049,1782.9140625
FDE02,OUT049,1596.9140625
FDC50,OUT049,1592.9140625
FDB26,OUT049,1010.9140625
FDM02,OUT049,1527.9140625
FDB02,OUT046,2930.9140625
FDF02,OUT045,1733.9140625
FDD26,OUT013,3030.9140625
FDT37,OUT046,4132.9140625
FDB14,OUT013,1554.9140625
FDT13,OUT049,3110.9140625
FDK50,OUT027,4054.9140625
FDP13,OUT017,878.9140625
FDZ49,OUT010,1598.9140625
FDK38,OUT013,2426.9140625
FDW37,OUT035,1553.9140625
FDB38,OUT045,2668.9140625
FDF14,OUT046,2577.9140625
FDR13,OUT019,36.9140625
FDV49,OUT013,4243.9140625
FDX13,OUT017,4124.9140625
FDH26,OUT019,412.9140625
FDS37,OUT027,3371.9140625
FDM14,OUT045,1824.9140625
FDN02,OUT010,1376.9140625
FDM50,OUT046,1107.9140625
FDS13,OUT027,5621.9140625
FDT25,OUT019,105.9140625
FDX01,OUT017,2028.9140625
FDH38,OUT013,1964.9140625
FDU37,OUT049,1440.9140625
FDW01,OUT049,2544.9140625
FDJ26,OUT049,3520.9140625
FDR13,OUT010,40.9140625
FDL50,OUT045,2120.9140625
FDG26,OUT019,2202.9140625
FDW37,OUT049,1554.9140625
FDF50,OUT013,3195.9140625
FDG14,OUT013,2494.9140625
FDE50,OUT013,3072.9140625
FDM50,OUT049,1126.9140625
FDB38,OUT017,2711.9140625
FDW01,OUT046,2550.9140625
FDL50,OUT027,3536.9140625
FDD26,OUT018,2746.9140625
FDK26,OUT027,4494.9140625
FDA01,OUT049,1112.9140625
FDJ26,OUT017,3590.9140625
FDU37,OUT045,1387.9140625
FDW14,OUT017,1548.9140625
FDY38,OUT027,5138.9140625
DRC27,OUT046,3888.9140625
FDR14,OUT010,-1069.0859375
FDE52,OUT045,1487.9140625
FDL51,OUT017,3519.9140625
FDZ14,OUT018,1699.9140625
FDA14,OUT013,2294.9140625
FDY27,OUT017,2904.9140625
FDB03,OUT010,1882.9140625
FDX02,OUT027,4940.9140625
FDZ27,OUT046,844.9140625
FDA03,OUT018,2050.9140625
FDJ03,OUT027,2262.9140625
FDU14,OUT018,3628.9140625
FDZ02,OUT035,1610.9140625
FDE52,OUT035,1502.9140625
DRK39,OUT045,1332.9140625
DRI39,OUT049,972.9140625
DRE03,OUT013,773.9140625
FDC52,OUT027,3886.9140625
FDC15,OUT027,3892.9140625
DRH03,OUT027,2938.9140625
FDU14,OUT049,3969.9140625
FDW02,OUT017,2152.9140625
FDD51,OUT018,417.9140625
FDP26,OUT045,1654.9140625
FDA03,OUT017,2444.9140625
FDZ50,OUT046,2975.9140625
FDT50,OUT019,-349.0859375
DRH15,OUT035,754.9140625
DRE15,OUT049,1281.9140625
FDV02,OUT035,2694.9140625
DRI03,OUT045,2786.9140625
FDK03,OUT013,4017.9140625
FDX02,OUT045,3514.9140625
FDX26,OUT049,2916.9140625
FDE52,OUT013,1436.9140625
FDU14,OUT017,4038.9140625
FDA51,OUT045,1819.9140625
FDZ27,OUT018,519.9140625
FDA51,OUT017,1937.9140625
FDY26,OUT049,3384.9140625
FDF39,OUT049,4180.9140625
DRD15,OUT018,3368.9140625
FDX27,OUT017,1641.9140625
FDA38,OUT045,3814.9140625
FDW26,OUT018,3209.9140625
FDR02,OUT019,-172.0859375
FDX50,OUT019,-179.0859375
FDS02,OUT045,3068.9140625
FDC51,OUT046,2048.9140625
FDB28,OUT046,3158.9140625
DRF15,OUT010,512.9140625
FDK03,OUT035,4085.9140625
DRG39,OUT035,885.9140625
FDY27,OUT049,2856.9140625
FDB28,OUT018,2848.9140625
FDA50,OUT045,1498.9140625
FDF39,OUT035,4186.9140625
DRC27,OUT019,1942.9140625
FDB39,OUT018,612.9140625
FDU50,OUT046,1918.9140625
DRG27,OUT017,758.9140625
FDY14,OUT018,3862.9140625
DRJ39,OUT017,3532.9140625
FDA02,OUT035,2344.9140625
FDX02,OUT017,3622.9140625
FDC52,OUT046,2496.9140625
FDF39,OUT027,5615.9140625
FDI27,OUT046,835.9140625
FDB15,OUT027,5547.9140625
FDR26,OUT027,4252.9140625
FDC03,OUT027,4549.9140625
FDC15,OUT035,2452.9140625
FDT38,OUT017,1479.9140625
DRG51,OUT013,2580.9140625
FDR14,OUT035,906.9140625
FDA02,OUT017,2462.9140625
FDC40,OUT046,1302.9140625
FDR26,OUT035,2816.9140625
FDS26,OUT018,3798.9140625
FDA26,OUT017,3610.9140625
FDE52,OUT046,1522.9140625
FDC39,OUT046,3277.9140625
FDT50,OUT010,-355.0859375
FDV02,OUT046,2762.9140625
FDA15,OUT046,3984.9140625
FDL39,OUT046,2934.9140625
FDD40,OUT017,3196.9140625
FDS50,OUT013,3470.9140625
FDB16,OUT018,1110.9140625
FDB03,OUT019,1880.9140625
DRD15,OUT027,5088.9140625
DRG03,OUT017,2498.9140625
DRG03,OUT045,2436.9140625
DRD27,OUT035,1605.9140625
DRK39,OUT018,1064.9140625
DRG27,OUT027,2114.9140625
FDC52,OUT049,2496.9140625
FDA38,OUT010,1882.9140625
FDC15,OUT013,2432.9140625
FDY50,OUT049,1460.9140625
FDV02,OUT017,2810.9140625
DRH15,OUT017,823.9140625
FDY38,OUT046,3746.9140625
FDS14,OUT018,2198.9140625
FDU02,OUT027,4994.9140625
FDK51,OUT018,3864.9140625
FDT38,OUT013,1353.9140625
FDK51,OUT045,4156.9140625
FDR14,OUT049,914.9140625
FDE39,OUT019,-3.0859375
DRF15,OUT017,2512.9140625
DRI51,OUT013,2690.9140625
FDU50,OUT035,1879.9140625
FDB51,OUT049,1043.9140625
FDC51,OUT018,1714.9140625
FDB16,OUT027,2811.9140625
FDE40,OUT049,1042.9140625
FDX02,OUT049,3564.9140625
FDQ14,OUT045,2376.9140625
DRF15,OUT045,2436.9140625
FDD39,OUT035,3401.9140625
DRK39,OUT010,-593.0859375
DRG15,OUT027,2444.9140625
FDX27,OUT027,2934.9140625
DRF15,OUT027,3843.9140625
DRI39,OUT013,895.9140625
FDA27,OUT013,4035.9140625
FDD51,OUT046,773.9140625
FDA38,OUT046,3809.9140625
FDL39,OUT019,968.9140625
FDB03,OUT027,5222.9140625
FDM39,OUT045,2807.9140625
DRF51,OUT010,-1323.0859375
FDE40,OUT035,1068.9140625
DRF15,OUT049,2446.9140625
FDU38,OUT045,3020.9140625
FDZ27,OUT035,824.9140625
FDV50,OUT035,1946.9140625
FDT02,OUT049,645.9140625
FDX14,OUT035,1230.9140625
FDT14,OUT045,1935.9140625
FDY02,OUT013,4142.9140625
FDB52,OUT019,2129.9140625
FDJ15,OUT018,2678.9140625
FDX14,OUT018,944.9140625
FDT50,OUT046,1628.9140625
DRG39,OUT013,848.9140625
DRH39,OUT010,-721.0859375
DRD27,OUT046,1616.9140625
FDS26,OUT035,4136.9140625
FDA14,OUT045,2323.9140625
DRJ39,OUT049,3512.9140625
FDS50,OUT035,3518.9140625
FDR14,OUT045,823.9140625
FDE51,OUT049,798.9140625
FDC40,OUT045,1294.9140625
FDE52,OUT017,1562.9140625
FDZ50,OUT010,978.9140625
DRG27,OUT013,665.9140625
FDS26,OUT045,4068.9140625
FDS14,OUT049,2515.9140625
FDU26,OUT046,1946.9140625
DRI39,OUT045,902.9140625
FDZ50,OUT035,2941.9140625
FDV26,OUT017,3226.9140625
FDR14,OUT018,544.9140625
FDI27,OUT018,500.9140625
FDU14,OUT013,3939.9140625
DRC27,OUT013,3886.9140625
FDA27,OUT035,4072.9140625
FDB04,OUT010,-497.0859375
FDY14,OUT019,2212.9140625
FDX38,OUT049,890.9140625
FDZ02,OUT013,1595.9140625
FDA38,OUT035,3848.9140625
FDT14,OUT049,1969.9140625
FDC39,OUT045,3270.9140625
FDF40,OUT049,3997.9140625
FDX27,OUT035,1548.9140625
FDB03,OUT045,3778.9140625
FDC03,OUT046,3174.9140625
FDV14,OUT017,1466.9140625
FDL39,OUT010,969.9140625
DRH15,OUT045,705.9140625
DRG51,OUT018,2342.9140625
FDV14,OUT018,1090.9140625
FDZ03,OUT017,3065.9140625
FDI27,OUT010,-1125.0859375
DRE15,OUT013,1220.9140625
FDT14,OUT019,-12.0859375
FDJ03,OUT046,900.9140625
DRG03,OUT049,2496.9140625
FDR02,OUT027,3176.9140625
FDZ02,OUT018,1302.9140625
FDM39,OUT035,2853.9140625
FDU50,OUT018,1546.9140625
FDB28,OUT035,3148.9140625
FDA14,OUT027,3766.9140625
FDY50,OUT013,1410.9140625
FDA27,OUT027,5489.9140625
FDB16,OUT017,1502.9140625
FDW50,OUT027,4032.9140625
FDP26,OUT035,1653.9140625
FDE39,OUT018,1621.9140625
FDX14,OUT027,2649.9140625
FDB52,OUT035,4067.9140625
FDQ14,OUT027,3813.9140625
FDD04,OUT035,2263.9140625
FDB27,OUT018,2812.9140625
FDA14,OUT017,2414.9140625
FDA02,OUT010,420.9140625
FDD51,OUT017,799.9140625
FDD39,OUT049,3467.9140625
FDD40,OUT010,1178.9140625
DRH03,OUT017,1582.9140625
FDW02,OUT035,2090.9140625
FDJ15,OUT013,2974.9140625
FDD04,OUT018,1922.9140625
DRG39,OUT027,2318.9140625
FDE39,OUT027,3352.9140625
FDC04,OUT013,3782.9140625
FDX38,OUT035,856.9140625
DRH51,OUT018,1107.9140625
FDW14,OUT010,-481.0859375
FDC04,OUT035,3845.9140625
DRJ51,OUT019,1668.9140625
DRG51,OUT027,4021.9140625
FDA51,OUT049,1892.9140625
FDX14,OUT045,1172.9140625
FDZ50,OUT049,2982.9140625
FDB27,OUT017,3190.9140625
FDB04,OUT018,1126.9140625
DRD27,OUT018,1312.9140625
FDH27,OUT027,3725.9140625
DRF27,OUT045,2418.9140625
DRF51,OUT013,600.9140625
FDB51,OUT027,2437.9140625
FDX14,OUT013,1228.9140625
FDL51,OUT027,4832.9140625
DRH15,OUT027,2162.9140625
FDT38,OUT046,1419.9140625
DRI51,OUT049,2738.9140625
FDI15,OUT027,5565.9140625
FDT02,OUT013,566.9140625
FDC03,OUT045,3132.9140625
FDU38,OUT018,2702.9140625
FDT38,OUT035,1382.9140625
FDB39,OUT046,947.9140625
FDV38,OUT046,888.9140625
FDY27,OUT035,2840.9140625
FDB39,OUT027,2316.9140625
FDC51,OUT010,72.9140625
DRF03,OUT017,748.9140625
FDC03,OUT018,2832.9140625
FDY14,OUT027,5556.9140625
DRE27,OUT018,1224.9140625
FDY15,OUT013,2463.9140625
FDZ14,OUT019,42.9140625
FDE39,OUT013,1874.9140625
FDE39,OUT017,1998.9140625
FDH27,OUT035,2336.9140625
FDY02,OUT049,4185.9140625
FDV50,OUT027,3360.9140625
FDT02,OUT027,2010.9140625
DRG15,OUT018,686.9140625
FDW50,OUT046,2656.9140625
FDZ50,OUT019,1026.9140625
DRH39,OUT018,908.9140625
FDQ14,OUT013,2390.9140625
FDZ02,OUT046,1681.9140625
FDC40,OUT027,2740.9140625
FDA51,OUT018,1546.9140625
FDA14,OUT018,2043.9140625
DRF15,OUT035,2424.9140625
FDX26,OUT046,2938.9140625
FDZ14,OUT049,2004.9140625
FDL39,OUT045,2873.9140625
DRD15,OUT017,3764.9140625
FDZ50,OUT018,2655.9140625
FDC04,OUT046,3856.9140625
FDS50,OUT027,4910.9140625
FDS02,OUT018,2848.9140625
FDZ38,OUT049,2738.9140625
FDY38,OUT035,3684.9140625
FDL51,OUT019,1464.9140625
FDX38,OUT027,2253.9140625
FDS26,OUT046,4116.9140625
FDC52,OUT018,2128.9140625
DRE27,OUT027,2945.9140625
FDA38,OUT017,3904.9140625
FDS14,OUT027,3904.9140625
DRH03,OUT013,1518.9140625
DRG39,OUT045,868.9140625
FDY15,OUT046,2535.9140625
DRH15,OUT049,778.9140625
FDD04,OUT027,3698.9140625
FDC03,OUT010,1208.9140625
DRJ51,OUT018,3332.9140625
FDT14,OUT017,2040.9140625
FDZ50,OUT045,2930.9140625
FDA26,OUT010,1539.9140625
FDT26,OUT013,1952.9140625
FDI15,OUT045,4144.9140625
FDZ14,OUT045,1989.9140625
FDT14,OUT010,26.9140625
DRJ51,OUT027,5033.9140625
FDU38,OUT049,3036.9140625
DRD27,OUT027,3010.9140625
FDW38,OUT045,910.9140625
FDZ15,OUT019,-5.0859375
FDZ03,OUT027,4416.9140625
FDW14,OUT049,1459.9140625
DRJ51,OUT046,3651.9140625
DRC27,OUT027,5311.9140625
FDC15,OUT046,2518.9140625
FDD52,OUT017,1843.9140625
DRG39,OUT017,968.9140625
FDS14,OUT046,2515.9140625
FDY26,OUT013,3357.9140625
FDB04,OUT049,1464.9140625
FDS02,OUT013,3116.9140625
FDW38,OUT049,918.9140625
FDE40,OUT013,1058.9140625
FDY14,OUT017,4257.9140625
FDF40,OUT013,3936.9140625
FDU02,OUT018,3286.9140625
DRI51,OUT046,2742.9140625
DRE15,OUT035,1224.9140625
FDQ14,OUT046,2430.9140625
FDJ03,OUT017,918.9140625
FDC16,OUT013,1452.9140625
FDA51,OUT035,1860.9140625
FDC15,OUT045,2429.9140625
FDZ03,OUT013,2994.9140625
FDD03,OUT049,3665.9140625
FDX38,OUT017,922.9140625
FDB52,OUT017,4136.9140625
FDZ50,OUT013,2946.9140625
FDR26,OUT049,2812.9140625
FDM39,OUT046,2862.9140625
FDT26,OUT017,1995.9140625
FDU26,OUT013,1964.9140625
DRI39,OUT046,926.9140625
FDW14,OUT013,1468.9140625
FDD03,OUT027,5072.9140625
FDY26,OUT017,3450.9140625
FDI27,OUT013,820.9140625
FDY14,OUT045,4159.9140625
FDZ26,OUT019,1812.9140625
FDD40,OUT018,2790.9140625
DRH39,OUT045,1191.9140625
DRE15,OUT010,-662.0859375
DRF51,OUT017,684.9140625
FDP26,OUT049,1700.9140625
DRG27,OUT035,700.9140625
FDV14,OUT046,1474.9140625
FDF39,OUT010,2266.9140625
FDE51,OUT045,778.9140625
FDZ02,OUT049,1620.9140625
FDW14,OUT045,1464.9140625
FDY38,OUT018,3409.9140625
FDA50,OUT018,1219.9140625
FDF40,OUT046,3986.9140625
FDA38,OUT027,5201.9140625
FDT02,OUT045,623.9140625
DRI03,OUT010,884.9140625
FDV50,OUT010,51.9140625
FDA27,OUT019,2124.9140625
FDX50,OUT049,1799.9140625
FDM39,OUT017,2921.9140625
FDQ26,OUT013,979.9140625
FDX27,OUT045,1534.9140625
FDC04,OUT017,3903.9140625
FDW02,OUT049,2064.9140625
DRJ39,OUT010,1536.9140625
FDA14,OUT035,2332.9140625
FDD03,OUT045,3680.9140625
FDV14,OUT027,2806.9140625
FDB39,OUT013,908.9140625
FDZ14,OUT035,1980.9140625
FDA26,OUT045,3462.9140625
FDP26,OUT027,3075.9140625
FDD51,OUT010,-1142.0859375
FDB03,OUT017,3890.9140625
FDX38,OUT045,827.9140625
FDT38,OUT027,2795.9140625
DRK39,OUT035,1344.9140625
FDC52,OUT035,2452.9140625
FDB28,OUT027,4535.9140625
FDI27,OUT035,834.9140625
FDS50,OUT018,3227.9140625
DRE27,OUT017,1618.9140625
FDX26,OUT018,2598.9140625
FDB40,OUT046,2394.9140625
FDQ14,OUT017,2489.9140625
FDB52,OUT046,4066.9140625
FDT50,OUT017,1668.9140625
FDU26,OUT045,1947.9140625
FDY14,OUT010,2260.9140625
FDF40,OUT045,3932.9140625
FDV14,OUT045,1390.9140625
DRF51,OUT027,2028.9140625
FDZ38,OUT045,2690.9140625
FDF40,OUT018,3650.9140625
FDS02,OUT035,3118.9140625
FDS14,OUT019,576.9140625
FDJ03,OUT035,851.9140625
FDE39,OUT049,1959.9140625
FDM39,OUT019,917.9140625
FDE40,OUT046,1062.9140625
FDV50,OUT045,1930.9140625
FDW14,OUT027,2876.9140625
FDY26,OUT045,3364.9140625
DRH51,OUT017,1478.9140625
FDE52,OUT049,1524.9140625
FDZ15,OUT018,1604.9140625
FDE52,OUT018,1164.9140625
FDB40,OUT017,2450.9140625
DRH51,OUT046,1408.9140625
FDJ03,OUT049,892.9140625
DRH39,OUT035,1248.9140625
FDW38,OUT013,948.9140625
FDQ26,OUT010,-945.0859375
FDE39,OUT046,1924.9140625
FDC51,OUT027,3444.9140625
FDZ14,OUT013,1978.9140625
FDA26,OUT049,3547.9140625
FDC39,OUT049,3297.9140625
FDY02,OUT046,4192.9140625
DRH51,OUT045,1397.9140625
DRG03,OUT035,2479.9140625
FDZ27,OUT027,2246.9140625
DRG51,OUT035,2656.9140625
FDI15,OUT018,3834.9140625
FDD52,OUT045,1736.9140625
FDV14,OUT019,-528.0859375
FDB27,OUT013,3087.9140625
FDB28,OUT049,3150.9140625
FDZ26,OUT045,3774.9140625
FDZ38,OUT035,2776.9140625
FDR02,OUT035,1782.9140625
DRF51,OUT035,637.9140625
FDF39,OUT017,4255.9140625
FDI15,OUT010,2197.9140625
FDJ15,OUT045,2924.9140625
FDJ15,OUT019,1042.9140625
FDB15,OUT045,4147.9140625
FDA03,OUT045,2366.9140625
DRH03,OUT045,1514.9140625
FDC39,OUT027,4679.9140625
DRE03,OUT027,2190.9140625
FDG52,OUT046,831.9140625
FDF41,OUT035,3918.9140625
FDT04,OUT013,632.9140625
FDN40,OUT045,2427.9140625
FDB53,OUT046,2386.9140625
FDQ16,OUT027,3158.9140625
FDE28,OUT027,5110.9140625
FDS28,OUT046,999.9140625
FDO16,OUT035,1405.9140625
FDT28,OUT019,471.9140625
FDV04,OUT017,2635.9140625
FDV40,OUT049,1263.9140625
FDG28,OUT035,3912.9140625
FDZ40,OUT019,-1034.0859375
FDO16,OUT017,1458.9140625
FDT52,OUT027,5330.9140625
FDW40,OUT013,2274.9140625
FDC53,OUT017,1673.9140625
FDG17,OUT019,1968.9140625
FDH52,OUT010,-834.0859375
FDH40,OUT019,-556.0859375
FDG28,OUT027,5338.9140625
FDO16,OUT027,2794.9140625
FDP52,OUT045,3676.9140625
FDS52,OUT049,1662.9140625
FDC05,OUT045,3150.9140625
FDZ40,OUT035,921.9140625
FDL04,OUT019,-265.0859375
FDR16,OUT013,3390.9140625
FDY04,OUT013,2628.9140625
FDK40,OUT017,4274.9140625
FDN52,OUT049,1475.9140625
FDI40,OUT027,3064.9140625
FDJ40,OUT018,1491.9140625
FDH52,OUT049,1077.9140625
FDQ16,OUT018,1461.9140625
FDH28,OUT010,-1269.0859375
FDV28,OUT019,-1327.0859375
FDE28,OUT017,3756.9140625
FDC28,OUT010,-145.0859375
FDD28,OUT019,-963.0859375
FDC53,OUT019,-297.0859375
FDT04,OUT046,718.9140625
FDR16,OUT027,4846.9140625
FDR40,OUT045,1362.9140625
FDW04,OUT017,2216.9140625
FDK52,OUT017,3674.9140625
FDP16,OUT027,5300.9140625
FDI04,OUT049,3210.9140625
FDH05,OUT013,3704.9140625
FDD41,OUT018,1420.9140625
FDP40,OUT018,1528.9140625
FDM40,OUT035,2256.9140625
FDG05,OUT017,2650.9140625
FDK28,OUT013,4080.9140625
FDI52,OUT027,3371.9140625
FDW16,OUT035,1524.9140625
FDR28,OUT010,708.9140625
FDI53,OUT013,2604.9140625
FDM16,OUT049,1288.9140625
FDF41,OUT019,1954.9140625
FDH16,OUT045,1423.9140625
FDY16,OUT035,2952.9140625
FDF29,OUT045,2136.9140625
FDC28,OUT049,1788.9140625
FDJ41,OUT027,5582.9140625
FDQ52,OUT045,3906.9140625
FDQ28,OUT045,2519.9140625
FDK52,OUT019,1620.9140625
FDY52,OUT027,2470.9140625
FDV52,OUT010,-43.0859375
FDK16,OUT049,1554.9140625
