Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD38,OUT018,1372.688490740741
FDL14,OUT027,4117.3177126315795
FDL26,OUT035,2660.950403030303
FDF38,OUT045,677.1027476190477
FDM38,OUT027,1378.263185276074
FDA37,OUT045,2140.5192583333323
FDH26,OUT017,2227.6349584158415
FDA49,OUT018,1335.1786749999997
FDG14,OUT035,2490.526886705202
FDY37,OUT017,2282.978881481481
FDV01,OUT013,2453.7477006993
FDG50,OUT027,2517.882088484848
FDF38,OUT049,677.1027476190477
FDQ25,OUT013,2611.459542342342
FDT01,OUT010,584.7577647727273
FDY01,OUT017,1800.1922229508198
FDA25,OUT013,1784.4287381818185
FDT01,OUT035,3731.42033502538
FDS01,OUT010,425.93559145299173
FDP13,OUT045,677.1027476190477
FDV13,OUT045,1213.5094930693065
FDF14,OUT027,4117.3177126315795
FDZ37,OUT017,1213.5094930693065
FDF50,OUT046,3105.0415249999996
FDL14,OUT018,2232.8470218487396
FDX13,OUT010,584.7577647727273
FDX13,OUT049,4027.3409750000005
FDV37,OUT018,3105.0415249999996
FDL02,OUT035,1784.4287381818185
FDO25,OUT045,3731.42033502538
FDN50,OUT045,1559.342975268818
FDP13,OUT010,92.67548155339804
FDW37,OUT018,1335.1786749999997
FDF02,OUT046,1548.6861522123897
FDT13,OUT013,2778.9892779999996
FDA49,OUT045,1441.411082758621
FDF38,OUT027,1378.263185276074
FDJ50,OUT010,165.9185816513762
FDM14,OUT017,1661.693196078431
FDJ26,OUT010,584.7577647727273
FDU01,OUT035,3387.2047231707297
FDO50,OUT035,1441.411082758621
FDE50,OUT017,2778.9892779999996
FDD02,OUT019,281.4820818181818
FDF26,OUT049,2490.526886705202
FDV25,OUT035,3717.6324421768704
FDT49,OUT010,219.21852093023253
FDR13,OUT027,3242.062071532848
FDN38,OUT049,4027.3409750000005
FDE26,OUT018,2232.8470218487396
FDF26,OUT013,2490.526886705202
FDE38,OUT045,2611.459542342342
FDD14,OUT017,3387.2047231707297
FDP38,OUT018,711.0628208695654
FDZ13,OUT049,796.6660672268905
FDZ37,OUT018,1213.5094930693065
FDJ14,OUT045,1213.5094930693065
FDJ38,OUT019,482.6995426229509
FDN38,OUT010,584.7577647727273
FDW01,OUT018,2232.8470218487396
FDL02,OUT045,1784.4287381818185
FDR01,OUT046,3187.061782524271
FDQ01,OUT013,4425.298447058823
FDN38,OUT017,4425.298447058823
FDE02,OUT010,219.21852093023253
FDF02,OUT027,2517.882088484848
FDE14,OUT017,1559.342975268818
FDC14,OUT035,677.1027476190477
FDZ25,OUT035,3104.1898299065424
FDZ13,OUT010,92.67548155339804
FDF38,OUT035,677.1027476190477
FDG14,OUT018,2232.8470218487396
FDF26,OUT046,2222.6712822580653
FDE38,OUT017,2611.459542342342
FDL02,OUT027,2517.882088484848
FDE38,OUT019,425.93559145299173
FDN50,OUT046,1559.342975268818
FDX25,OUT045,3387.2047231707297
FDR49,OUT027,1378.263185276074
FDD02,OUT018,1752.2524399999995
FDO25,OUT017,3731.42033502538
FDP38,OUT046,796.6660672268905
FDB26,OUT018,711.0628208695654
FDZ25,OUT049,3104.1898299065424
FDB50,OUT027,2517.882088484848
FDO25,OUT013,3358.0237087378637
FDE26,OUT019,281.4820818181818
FDH14,OUT027,3242.062071532848
FDW01,OUT045,2660.950403030303
FDK02,OUT027,3242.062071532848
FDJ02,OUT018,2232.8470218487396
FDH14,OUT018,1752.2524399999995
FDZ37,OUT045,1213.5094930693065
FDX49,OUT049,3731.42033502538
FDF38,OUT018,507.04640366972467
FDJ14,OUT018,1213.5094930693065
FDL02,OUT018,1372.688490740741
FDB02,OUT049,2551.843596747969
FDY37,OUT018,1752.2524399999995
FDJ38,OUT027,5329.314724444443
FDA37,OUT019,281.4820818181818
FDK50,OUT045,2611.459542342342
FDX49,OUT046,3358.0237087378637
FDA13,OUT010,92.67548155339804
FDA37,OUT027,3242.062071532848
FDS25,OUT035,1879.0540499999997
FDG38,OUT035,1498.2394086206893
FDT01,OUT013,3358.0237087378637
FDK50,OUT046,2222.6712822580653
FDO38,OUT035,1226.1860613861381
FDI50,OUT046,4161.868242857142
FDF50,OUT017,3105.0415249999996
FDZ49,OUT017,3731.42033502538
FDU49,OUT046,1441.411082758621
FDG50,OUT019,219.21852093023253
FDK02,OUT046,1800.1922229508198
FDE50,OUT049,2778.9892779999996
FDC26,OUT017,2017.4411908256889
FDJ50,OUT018,711.0628208695654
FDC38,OUT018,1752.2524399999995
FDU37,OUT017,1335.1786749999997
FDR13,OUT035,2017.4411908256889
FDV37,OUT017,3105.0415249999996
FDH02,OUT010,219.21852093023253
FDS13,OUT035,4425.298447058823
FDT01,OUT018,3327.952582926828
FDX01,OUT046,1800.1922229508198
FDB50,OUT013,1226.1860613861381
FDW37,OUT046,1441.411082758621
FDE02,OUT045,1498.2394086206893
FDU13,OUT027,4117.3177126315795
FDY25,OUT049,3387.2047231707297
FDA37,OUT049,2140.5192583333323
FDH38,OUT045,1800.1922229508198
FDE26,OUT017,2490.526886705202
FDJ02,OUT010,346.89728372093043
FDD50,OUT045,2453.7477006993
FDF02,OUT010,219.21852093023253
FDV01,OUT035,2453.7477006993
FDY37,OUT010,346.89728372093043
FDJ02,OUT013,2660.950403030303
FDL14,OUT013,2222.6712822580653
FDI38,OUT018,3327.952582926828
FDN50,OUT019,219.21852093023253
FDJ50,OUT013,795.2466764227643
FDP38,OUT035,796.6660672268905
FDE26,OUT027,4117.3177126315795
FDQ01,OUT027,6280.890879999997
FDN38,OUT027,6280.890879999997
FDX25,OUT013,3387.2047231707297
FDG26,OUT046,4027.3409750000005
FDJ50,OUT017,795.2466764227643
FDV13,OUT017,1213.5094930693065
FDD26,OUT049,3387.2047231707297
FDY13,OUT027,2517.882088484848
FDA37,OUT017,2140.5192583333323
FDJ02,OUT027,4117.3177126315795
FDJ26,OUT013,3358.0237087378637
FDE38,OUT018,2232.8470218487396
FDT37,OUT018,3327.952582926828
FDS25,OUT019,281.4820818181818
FDS25,OUT049,1879.0540499999997
FDU01,OUT013,2778.9892779999996
FDC02,OUT045,4027.3409750000005
FDE26,OUT035,2490.526886705202
FDH02,OUT035,1498.2394086206893
FDC50,OUT013,1559.342975268818
FDK02,OUT045,2065.183112280702
FDR25,OUT035,4425.298447058823
FDW49,OUT010,425.93559145299173
FDW37,OUT013,1441.411082758621
FDF02,OUT035,1548.6861522123897
FDJ14,OUT035,1226.1860613861381
FDQ13,OUT046,1226.1860613861381
FDN50,OUT017,1213.5094930693065
FDQ25,OUT017,2888.4910101123596
FDS49,OUT046,1498.2394086206893
FDM38,OUT018,711.0628208695654
FDG26,OUT027,6280.890879999997
FDM38,OUT045,933.6314425287359
FDQ13,OUT017,1226.1860613861381
FDW25,OUT045,1498.2394086206893
FDF50,OUT049,3105.0415249999996
FDH02,OUT046,1498.2394086206893
FDL50,OUT046,2140.5192583333323
FDK14,OUT049,1213.5094930693065
FDN50,OUT035,1441.411082758621
FDM38,OUT049,933.6314425287359
FDS25,OUT013,2017.4411908256889
FDJ26,OUT019,584.7577647727273
FDV37,OUT046,3105.0415249999996
FDN02,OUT049,3731.42033502538
FDM02,OUT027,2517.882088484848
FDJ14,OUT027,2517.882088484848
FDU25,OUT013,795.2466764227643
FDI26,OUT046,2551.843596747969
FDX01,OUT013,1800.1922229508198
FDC02,OUT017,4425.298447058823
FDA49,OUT013,1441.411082758621
FDR13,OUT046,1800.1922229508198
FDK14,OUT027,2517.882088484848
FDS49,OUT049,1335.1786749999997
FDR25,OUT013,4425.298447058823
FDG14,OUT046,2490.526886705202
FDD02,OUT035,1800.1922229508198
FDQ01,OUT046,4027.3409750000005
FDW01,OUT010,346.89728372093043
FDA13,OUT046,677.1027476190477
FDE50,OUT018,2778.9892779999996
FDR25,OUT049,4027.3409750000005
FDZ01,OUT018,1372.688490740741
FDV49,OUT019,584.7577647727273
FDP25,OUT013,3717.6324421768704
FDC38,OUT027,3242.062071532848
FDG02,OUT035,2778.9892779999996
FDE14,OUT046,1784.4287381818185
FDA25,OUT019,219.21852093023253
FDI14,OUT013,2227.6349584158415
FDD02,OUT027,3242.062071532848
FDH38,OUT027,3242.062071532848
FDZ13,OUT035,796.6660672268905
FDN50,OUT013,1441.411082758621
FDO38,OUT013,1226.1860613861381
FDI02,OUT045,1784.4287381818185
FDU01,OUT045,2778.9892779999996
FDW25,OUT010,219.21852093023253
FDS25,OUT010,281.4820818181818
FDM02,OUT013,1441.411082758621
FDC02,OUT049,4027.3409750000005
FDW25,OUT017,1498.2394086206893
FDW01,OUT017,2660.950403030303
FDL38,OUT049,1213.5094930693065
FDN50,OUT010,219.21852093023253
FDT13,OUT027,5329.314724444443
FDV13,OUT046,1441.411082758621
FDR49,OUT017,711.0628208695654
FDJ02,OUT046,2660.950403030303
FDZ01,OUT017,1784.4287381818185
FDV01,OUT046,2453.7477006993
FDP13,OUT046,677.1027476190477
FDA01,OUT013,795.2466764227643
FDB26,OUT013,795.2466764227643
FDX37,OUT045,1559.342975268818
FDB38,OUT049,2453.7477006993
FDU13,OUT010,346.89728372093043
FDB38,OUT013,2453.7477006993
FDL26,OUT010,346.89728372093043
FDH14,OUT035,2140.5192583333323
FDQ25,OUT045,3104.1898299065424
FDM38,OUT035,933.6314425287359
FDM02,OUT045,1335.1786749999997
FDO50,OUT019,219.21852093023253
FDP38,OUT045,796.6660672268905
FDX25,OUT049,3387.2047231707297
FDQ25,OUT046,2551.843596747969
FDM14,OUT049,1661.693196078431
FDZ13,OUT027,1378.263185276074
FDA49,OUT017,1335.1786749999997
FDG02,OUT013,2778.9892779999996
FDF38,OUT017,677.1027476190477
FDE50,OUT019,482.6995426229509
FDM38,OUT017,711.0628208695654
FDA37,OUT013,2140.5192583333323
FDR49,OUT049,796.6660672268905
FDV25,OUT027,5329.314724444443
FDC26,OUT045,1548.6861522123897
FDL26,OUT013,2894.2207107142867
FDT25,OUT010,281.4820818181818
FDX37,OUT046,1548.6861522123897
FDL14,OUT017,2222.6712822580653
FDT01,OUT027,5329.314724444443
FDI38,OUT027,5329.314724444443
FDJ02,OUT045,2660.950403030303
FDI38,OUT013,3717.6324421768704
FDV13,OUT035,1441.411082758621
FDI38,OUT035,3717.6324421768704
FDC38,OUT017,2065.183112280702
FDE38,OUT013,2611.459542342342
FDO38,OUT046,1226.1860613861381
FDL38,OUT046,1441.411082758621
FDP13,OUT035,677.1027476190477
FDU49,OUT013,1441.411082758621
FDQ13,OUT018,1213.5094930693065
FDT37,OUT049,4027.3409750000005
FDL14,OUT019,346.89728372093043
FDZ49,OUT018,3327.952582926828
FDT25,OUT027,3242.062071532848
FDY01,OUT027,3242.062071532848
FDT37,OUT027,6280.890879999997
FDD14,OUT010,482.6995426229509
FDK02,OUT013,1800.1922229508198
FDU49,OUT027,2517.882088484848
FDS49,OUT019,165.9185816513762
FDZ01,OUT045,1784.4287381818185
FDS37,OUT018,1752.2524399999995
FDC38,OUT046,2065.183112280702
FDR01,OUT049,2793.8219167785237
FDF14,OUT018,2232.8470218487396
FDD02,OUT017,2065.183112280702
FDJ14,OUT049,1213.5094930693065
FDI02,OUT013,1784.4287381818185
FDT37,OUT010,584.7577647727273
FDP38,OUT019,165.9185816513762
FDZ37,OUT049,1213.5094930693065
FDK26,OUT013,3387.2047231707297
FDX37,OUT018,1372.688490740741
FDU49,OUT017,1441.411082758621
FDS13,OUT049,4027.3409750000005
FDH02,OUT049,1213.5094930693065
FDE50,OUT046,2778.9892779999996
FDI26,OUT013,2888.4910101123596
FDZ13,OUT013,711.0628208695654
FDL02,OUT017,1784.4287381818185
FDA25,OUT049,1784.4287381818185
FDE02,OUT049,1335.1786749999997
FDC50,OUT049,1335.1786749999997
FDB26,OUT049,933.6314425287359
FDM02,OUT049,1335.1786749999997
FDB02,OUT046,2551.843596747969
FDF02,OUT045,1548.6861522123897
FDD26,OUT013,3387.2047231707297
FDT37,OUT046,4027.3409750000005
FDB14,OUT013,1441.411082758621
FDT13,OUT049,2778.9892779999996
FDK50,OUT027,4117.3177126315795
FDP13,OUT017,677.1027476190477
FDZ49,OUT010,584.7577647727273
FDK38,OUT013,2490.526886705202
FDW37,OUT035,1441.411082758621
FDB38,OUT045,2453.7477006993
FDF14,OUT046,2222.6712822580653
FDR13,OUT019,281.4820818181818
FDV49,OUT013,4425.298447058823
FDX13,OUT017,4425.298447058823
FDH26,OUT019,281.4820818181818
FDS37,OUT027,3242.062071532848
FDM14,OUT045,1661.693196078431
FDN02,OUT010,584.7577647727273
FDM50,OUT046,933.6314425287359
FDS13,OUT027,6280.890879999997
FDT25,OUT019,281.4820818181818
FDX01,OUT017,1800.1922229508198
FDH38,OUT013,1800.1922229508198
FDU37,OUT049,1335.1786749999997
FDW01,OUT049,2660.950403030303
FDJ26,OUT049,3731.42033502538
FDR13,OUT010,281.4820818181818
FDL50,OUT045,2140.5192583333323
FDG26,OUT019,584.7577647727273
FDW37,OUT049,1335.1786749999997
FDF50,OUT013,3105.0415249999996
FDG14,OUT013,2490.526886705202
FDE50,OUT013,2778.9892779999996
FDM50,OUT049,933.6314425287359
FDB38,OUT017,2453.7477006993
FDW01,OUT046,2660.950403030303
FDL50,OUT027,3242.062071532848
FDD26,OUT018,3387.2047231707297
FDK26,OUT027,5329.314724444443
FDA01,OUT049,933.6314425287359
FDJ26,OUT017,3731.42033502538
FDU37,OUT045,1335.1786749999997
FDW14,OUT017,1213.5094930693065
FDY38,OUT027,6280.890879999997
DRC27,OUT046,4161.868242857142
FDR14,OUT010,165.9185816513762
FDE52,OUT045,1441.411082758621
FDL51,OUT017,3717.6324421768704
FDZ14,OUT018,1752.2524399999995
FDA14,OUT013,2660.950403030303
FDY27,OUT017,2888.4910101123596
FDB03,OUT010,584.7577647727273
FDX02,OUT027,5329.314724444443
FDZ27,OUT046,796.6660672268905
FDA03,OUT018,2232.8470218487396
FDJ03,OUT027,1378.263185276074
FDU14,OUT018,3327.952582926828
FDZ02,OUT035,1559.342975268818
FDE52,OUT035,1441.411082758621
DRK39,OUT045,1213.5094930693065
DRI39,OUT049,933.6314425287359
DRE03,OUT013,711.0628208695654
FDC52,OUT027,4117.3177126315795
FDC15,OUT027,4117.3177126315795
DRH03,OUT027,2517.882088484848
FDU14,OUT049,4027.3409750000005
FDW02,OUT017,2140.5192583333323
FDD51,OUT018,507.04640366972467
FDP26,OUT045,1879.0540499999997
FDA03,OUT017,2453.7477006993
FDZ50,OUT046,3387.2047231707297
FDT50,OUT019,219.21852093023253
DRH15,OUT035,677.1027476190477
DRE15,OUT049,1213.5094930693065
FDV02,OUT035,2894.2207107142867
DRI03,OUT045,2551.843596747969
FDK03,OUT013,4425.298447058823
FDX02,OUT045,3717.6324421768704
FDX26,OUT049,3387.2047231707297
FDE52,OUT013,1441.411082758621
FDU14,OUT017,4425.298447058823
FDA51,OUT045,2017.4411908256889
FDZ27,OUT018,711.0628208695654
FDA51,OUT017,2017.4411908256889
FDY26,OUT049,3717.6324421768704
FDF39,OUT049,4027.3409750000005
DRD15,OUT018,3327.952582926828
FDX27,OUT017,1559.342975268818
FDA38,OUT045,4161.868242857142
FDW26,OUT018,3327.952582926828
FDR02,OUT019,281.4820818181818
FDX50,OUT019,281.4820818181818
FDS02,OUT045,3323.1396415841596
FDC51,OUT046,2282.978881481481
FDB28,OUT046,3105.0415249999996
DRF15,OUT010,346.89728372093043
FDK03,OUT035,4425.298447058823
DRG39,OUT035,933.6314425287359
FDY27,OUT049,2551.843596747969
FDB28,OUT018,3105.0415249999996
FDA50,OUT045,1559.342975268818
FDF39,OUT035,4425.298447058823
DRC27,OUT019,584.7577647727273
FDB39,OUT018,795.2466764227643
FDU50,OUT046,1800.1922229508198
DRG27,OUT017,677.1027476190477
FDY14,OUT018,3327.952582926828
DRJ39,OUT017,3717.6324421768704
FDA02,OUT035,2660.950403030303
FDX02,OUT017,3717.6324421768704
FDC52,OUT046,2490.526886705202
FDF39,OUT027,6280.890879999997
FDI27,OUT046,796.6660672268905
FDB15,OUT027,6280.890879999997
FDR26,OUT027,5329.314724444443
FDC03,OUT027,5329.314724444443
FDC15,OUT035,2894.2207107142867
FDT38,OUT017,1335.1786749999997
DRG51,OUT013,2894.2207107142867
FDR14,OUT035,933.6314425287359
FDA02,OUT017,2660.950403030303
FDC40,OUT046,1103.1862133333336
FDR26,OUT035,2888.4910101123596
FDS26,OUT018,3327.952582926828
FDA26,OUT017,3731.42033502538
FDE52,OUT046,1441.411082758621
FDC39,OUT046,3358.0237087378637
FDT50,OUT010,219.21852093023253
FDV02,OUT046,3104.1898299065424
FDA15,OUT046,4027.3409750000005
FDL39,OUT046,3387.2047231707297
FDD40,OUT017,2778.9892779999996
FDS50,OUT013,3717.6324421768704
FDB16,OUT018,1213.5094930693065
FDB03,OUT019,584.7577647727273
DRD15,OUT027,6280.890879999997
DRG03,OUT017,2660.950403030303
DRG03,OUT045,2660.950403030303
DRD27,OUT035,1559.342975268818
DRK39,OUT018,1213.5094930693065
DRG27,OUT027,1378.263185276074
FDC52,OUT049,2490.526886705202
FDA38,OUT010,584.7577647727273
FDC15,OUT013,2894.2207107142867
FDY50,OUT049,1335.1786749999997
FDV02,OUT017,3104.1898299065424
DRH15,OUT017,677.1027476190477
FDY38,OUT046,3358.0237087378637
FDS14,OUT018,2232.8470218487396
FDU02,OUT027,6280.890879999997
FDK51,OUT018,3327.952582926828
FDT38,OUT013,1226.1860613861381
FDK51,OUT045,4027.3409750000005
FDR14,OUT049,933.6314425287359
FDE39,OUT019,281.4820818181818
DRF15,OUT017,2453.7477006993
DRI51,OUT013,2894.2207107142867
FDU50,OUT035,2017.4411908256889
FDB51,OUT049,933.6314425287359
FDC51,OUT018,1752.2524399999995
FDB16,OUT027,2517.882088484848
FDE40,OUT049,933.6314425287359
FDX02,OUT049,3717.6324421768704
FDQ14,OUT045,2490.526886705202
DRF15,OUT045,2453.7477006993
FDD39,OUT035,3731.42033502538
DRK39,OUT010,219.21852093023253
DRG15,OUT027,1378.263185276074
FDX27,OUT027,2517.882088484848
DRF15,OUT027,4117.3177126315795
DRI39,OUT013,795.2466764227643
FDA27,OUT013,4425.298447058823
FDD51,OUT046,796.6660672268905
FDA38,OUT046,4161.868242857142
FDL39,OUT019,425.93559145299173
FDB03,OUT027,6280.890879999997
FDM39,OUT045,2551.843596747969
DRF51,OUT010,92.67548155339804
FDE40,OUT035,1103.1862133333336
DRF15,OUT049,2453.7477006993
FDU38,OUT045,3323.1396415841596
FDZ27,OUT035,796.6660672268905
FDV50,OUT035,2065.183112280702
FDT02,OUT049,583.8145788617882
FDX14,OUT035,1103.1862133333336
FDT14,OUT045,2140.5192583333323
FDY02,OUT013,4425.298447058823
FDB52,OUT019,584.7577647727273
FDJ15,OUT018,3387.2047231707297
FDX14,OUT018,1335.1786749999997
FDT50,OUT046,1559.342975268818
DRG39,OUT013,711.0628208695654
DRH39,OUT010,165.9185816513762
DRD27,OUT046,1559.342975268818
FDS26,OUT035,4425.298447058823
FDA14,OUT045,2660.950403030303
DRJ39,OUT049,3717.6324421768704
FDS50,OUT035,3717.6324421768704
FDR14,OUT045,796.6660672268905
FDE51,OUT049,677.1027476190477
FDC40,OUT045,1335.1786749999997
FDE52,OUT017,1213.5094930693065
FDZ50,OUT010,482.6995426229509
DRG27,OUT013,507.04640366972467
FDS26,OUT045,4027.3409750000005
FDS14,OUT049,2222.6712822580653
FDU26,OUT046,1800.1922229508198
DRI39,OUT045,933.6314425287359
FDZ50,OUT035,3387.2047231707297
FDV26,OUT017,3105.0415249999996
FDR14,OUT018,795.2466764227643
FDI27,OUT018,711.0628208695654
FDU14,OUT013,4425.298447058823
DRC27,OUT013,4161.868242857142
FDA27,OUT035,4425.298447058823
FDB04,OUT010,219.21852093023253
FDY14,OUT019,584.7577647727273
FDX38,OUT049,796.6660672268905
FDZ02,OUT013,1559.342975268818
FDA38,OUT035,4161.868242857142
FDT14,OUT049,2140.5192583333323
FDC39,OUT045,3731.42033502538
FDF40,OUT049,4027.3409750000005
FDX27,OUT035,1441.411082758621
FDB03,OUT045,3731.42033502538
FDC03,OUT046,3105.0415249999996
FDV14,OUT017,1441.411082758621
FDL39,OUT010,425.93559145299173
DRH15,OUT045,677.1027476190477
DRG51,OUT018,2232.8470218487396
FDV14,OUT018,1213.5094930693065
FDZ03,OUT017,3323.1396415841596
FDI27,OUT010,92.67548155339804
DRE15,OUT013,1103.1862133333336
FDT14,OUT019,281.4820818181818
FDJ03,OUT046,796.6660672268905
DRG03,OUT049,2894.2207107142867
FDR02,OUT027,2517.882088484848
FDZ02,OUT018,1372.688490740741
FDM39,OUT035,2888.4910101123596
FDU50,OUT018,1752.2524399999995
FDB28,OUT035,3105.0415249999996
FDA14,OUT027,4117.3177126315795
FDY50,OUT013,1498.2394086206893
FDA27,OUT027,6280.890879999997
FDB16,OUT017,1498.2394086206893
FDW50,OUT027,4117.3177126315795
FDP26,OUT035,1879.0540499999997
FDE39,OUT018,1752.2524399999995
FDX14,OUT027,1378.263185276074
FDB52,OUT035,4425.298447058823
FDQ14,OUT027,4117.3177126315795
FDD04,OUT035,2227.6349584158415
FDB27,OUT018,2793.8219167785237
FDA14,OUT017,2660.950403030303
FDA02,OUT010,346.89728372093043
FDD51,OUT017,677.1027476190477
FDD39,OUT049,3731.42033502538
FDD40,OUT010,482.6995426229509
DRH03,OUT017,1213.5094930693065
FDW02,OUT035,2140.5192583333323
FDJ15,OUT013,3387.2047231707297
FDD04,OUT018,1752.2524399999995
DRG39,OUT027,1378.263185276074
FDE39,OUT027,3242.062071532848
FDC04,OUT013,4161.868242857142
FDX38,OUT035,796.6660672268905
DRH51,OUT018,1335.1786749999997
FDW14,OUT010,219.21852093023253
FDC04,OUT035,4161.868242857142
DRJ51,OUT019,584.7577647727273
DRG51,OUT027,4117.3177126315795
FDA51,OUT049,1800.1922229508198
FDX14,OUT045,1103.1862133333336
FDZ50,OUT049,3387.2047231707297
FDB27,OUT017,2793.8219167785237
FDB04,OUT018,1335.1786749999997
DRD27,OUT018,1372.688490740741
FDH27,OUT027,4117.3177126315795
DRF27,OUT045,2490.526886705202
DRF51,OUT013,507.04640366972467
FDB51,OUT027,1378.263185276074
FDX14,OUT013,1226.1860613861381
FDL51,OUT027,5329.314724444443
DRH15,OUT027,1378.263185276074
FDT38,OUT046,1441.411082758621
DRI51,OUT049,3104.1898299065424
FDI15,OUT027,6280.890879999997
FDT02,OUT013,507.04640366972467
FDC03,OUT045,3105.0415249999996
FDU38,OUT018,3323.1396415841596
FDT38,OUT035,1226.1860613861381
FDB39,OUT046,933.6314425287359
FDV38,OUT046,933.6314425287359
FDY27,OUT035,2888.4910101123596
FDB39,OUT027,1378.263185276074
FDC51,OUT010,281.4820818181818
DRF03,OUT017,677.1027476190477
FDC03,OUT018,3105.0415249999996
FDY14,OUT027,6280.890879999997
DRE27,OUT018,1372.688490740741
FDY15,OUT013,2453.7477006993
FDZ14,OUT019,281.4820818181818
FDE39,OUT013,1800.1922229508198
FDE39,OUT017,1864.5118683333321
FDH27,OUT035,2490.526886705202
FDY02,OUT049,4027.3409750000005
FDV50,OUT027,3242.062071532848
FDT02,OUT027,1378.263185276074
DRG15,OUT018,795.2466764227643
FDW50,OUT046,2894.2207107142867
FDZ50,OUT019,482.6995426229509
DRH39,OUT018,1103.1862133333336
FDQ14,OUT013,2490.526886705202
FDZ02,OUT046,1559.342975268818
FDC40,OUT027,2517.882088484848
FDA51,OUT018,1752.2524399999995
FDA14,OUT018,2232.8470218487396
DRF15,OUT035,2453.7477006993
FDX26,OUT046,3387.2047231707297
FDZ14,OUT049,2140.5192583333323
FDL39,OUT045,2551.843596747969
DRD15,OUT017,4161.868242857142
FDZ50,OUT018,3387.2047231707297
FDC04,OUT046,4161.868242857142
FDS50,OUT027,5329.314724444443
FDS02,OUT018,3105.0415249999996
FDZ38,OUT049,3104.1898299065424
FDY38,OUT035,3731.42033502538
FDL51,OUT019,584.7577647727273
FDX38,OUT027,1378.263185276074
FDS26,OUT046,4027.3409750000005
FDC52,OUT018,2232.8470218487396
DRE27,OUT027,2517.882088484848
FDA38,OUT017,4161.868242857142
FDS14,OUT027,4117.3177126315795
DRH03,OUT013,1559.342975268818
DRG39,OUT045,933.6314425287359
FDY15,OUT046,2453.7477006993
DRH15,OUT049,796.6660672268905
FDD04,OUT027,4117.3177126315795
FDC03,OUT010,482.6995426229509
DRJ51,OUT018,3327.952582926828
FDT14,OUT017,2140.5192583333323
FDZ50,OUT045,3387.2047231707297
FDA26,OUT010,584.7577647727273
FDT26,OUT013,2140.5192583333323
FDI15,OUT045,4027.3409750000005
FDZ14,OUT045,2140.5192583333323
FDT14,OUT010,281.4820818181818
DRJ51,OUT027,6280.890879999997
FDU38,OUT049,3323.1396415841596
DRD27,OUT027,2517.882088484848
FDW38,OUT045,933.6314425287359
FDZ15,OUT019,281.4820818181818
FDZ03,OUT027,5329.314724444443
FDW14,OUT049,1213.5094930693065
DRJ51,OUT046,3358.0237087378637
DRC27,OUT027,6280.890879999997
FDC15,OUT046,2894.2207107142867
FDD52,OUT017,1784.4287381818185
DRG39,OUT017,795.2466764227643
FDS14,OUT046,2222.6712822580653
FDY26,OUT013,3717.6324421768704
FDB04,OUT049,1335.1786749999997
FDS02,OUT013,3105.0415249999996
FDW38,OUT049,933.6314425287359
FDE40,OUT013,1103.1862133333336
FDY14,OUT017,4425.298447058823
FDF40,OUT013,4161.868242857142
FDU02,OUT018,3327.952582926828
DRI51,OUT046,3104.1898299065424
DRE15,OUT035,1103.1862133333336
FDQ14,OUT046,2490.526886705202
FDJ03,OUT017,711.0628208695654
FDC16,OUT013,1441.411082758621
FDA51,OUT035,2017.4411908256889
FDC15,OUT045,2894.2207107142867
FDZ03,OUT013,3323.1396415841596
FDD03,OUT049,3731.42033502538
FDX38,OUT017,711.0628208695654
FDB52,OUT017,4425.298447058823
FDZ50,OUT013,3387.2047231707297
FDR26,OUT049,2551.843596747969
FDM39,OUT046,2551.843596747969
FDT26,OUT017,1800.1922229508198
FDU26,OUT013,2140.5192583333323
DRI39,OUT046,933.6314425287359
FDW14,OUT013,1498.2394086206893
FDD03,OUT027,6280.890879999997
FDY26,OUT017,3717.6324421768704
FDI27,OUT013,711.0628208695654
FDY14,OUT045,4027.3409750000005
FDZ26,OUT019,584.7577647727273
FDD40,OUT018,2778.9892779999996
DRH39,OUT045,1103.1862133333336
DRE15,OUT010,165.9185816513762
DRF51,OUT017,583.8145788617882
FDP26,OUT049,1879.0540499999997
DRG27,OUT035,677.1027476190477
FDV14,OUT046,1441.411082758621
FDF39,OUT010,584.7577647727273
FDE51,OUT045,796.6660672268905
FDZ02,OUT049,1559.342975268818
FDW14,OUT045,1213.5094930693065
FDY38,OUT018,3327.952582926828
FDA50,OUT018,1372.688490740741
FDF40,OUT046,4027.3409750000005
FDA38,OUT027,6280.890879999997
FDT02,OUT045,583.8145788617882
DRI03,OUT010,425.93559145299173
FDV50,OUT010,281.4820818181818
FDA27,OUT019,584.7577647727273
FDX50,OUT049,1548.6861522123897
FDM39,OUT017,2888.4910101123596
FDQ26,OUT013,795.2466764227643
FDX27,OUT045,1559.342975268818
FDC04,OUT017,4161.868242857142
FDW02,OUT049,2140.5192583333323
DRJ39,OUT010,584.7577647727273
FDA14,OUT035,2660.950403030303
FDD03,OUT045,3731.42033502538
FDV14,OUT027,2517.882088484848
FDB39,OUT013,795.2466764227643
FDZ14,OUT035,2140.5192583333323
FDA26,OUT045,3731.42033502538
FDP26,OUT027,2517.882088484848
FDD51,OUT010,92.67548155339804
FDB03,OUT017,3731.42033502538
FDX38,OUT045,796.6660672268905
FDT38,OUT027,2517.882088484848
DRK39,OUT035,1498.2394086206893
FDC52,OUT035,2490.526886705202
